,Date,time,home_team,away_team
1288,2025-04-08,7:00PM,Montreal Canadiens,Detroit Red Wings
1289,2025-04-08,7:00PM,New Jersey Devils,Boston Bruins
1291,2025-04-08,7:00PM,Pittsburgh Penguins,Chicago Blackhawks
1286,2025-04-08,8:00PM,Dallas Stars,Vancouver Canucks
1290,2025-04-08,8:00PM,Nashville Predators,New York Islanders
1292,2025-04-08,9:00PM,Utah Hockey Club,Seattle Kraken
1285,2025-04-08,9:30PM,Colorado Avalanche,Vegas Golden Knights
1293,2025-04-09,10:00PM,Anaheim Ducks,Calgary Flames
1294,2025-04-09,10:00PM,Edmonton Oilers,St. Louis Blues
1297,2025-04-09,7:00PM,Tampa Bay Lightning,Toronto Maple Leafs
1296,2025-04-09,7:30PM,New York Rangers,Philadelphia Flyers
1295,2025-04-09,8:00PM,Minnesota Wild,San Jose Sharks
1304,2025-04-10,10:00PM,Los Angeles Kings,Anaheim Ducks
1307,2025-04-10,10:00PM,Vegas Golden Knights,Seattle Kraken
1298,2025-04-10,7:00PM,Boston Bruins,Chicago Blackhawks
1300,2025-04-10,7:00PM,Columbus Blue Jackets,Buffalo Sabres
1303,2025-04-10,7:00PM,Florida Panthers,Detroit Red Wings
1305,2025-04-10,7:30PM,New York Islanders,New York Rangers
1308,2025-04-10,7:30PM,Washington Capitals,Carolina Hurricanes
1302,2025-04-10,8:00PM,Dallas Stars,Winnipeg Jets
1301,2025-04-10,9:00PM,Colorado Avalanche,Vancouver Canucks
1306,2025-04-10,9:00PM,Utah Hockey Club,Nashville Predators
1309,2025-04-11,10:00PM,Calgary Flames,Minnesota Wild
1311,2025-04-11,7:00PM,New Jersey Devils,Pittsburgh Penguins
1312,2025-04-11,7:00PM,Ottawa Senators,Montreal Canadiens
1313,2025-04-11,7:00PM,Tampa Bay Lightning,Detroit Red Wings
1310,2025-04-11,9:30PM,Edmonton Oilers,San Jose Sharks
1321,2025-04-12,10:00PM,Seattle Kraken,St. Louis Blues
1323,2025-04-12,10:00PM,Vancouver Canucks,Minnesota Wild
1324,2025-04-12,10:00PM,Vegas Golden Knights,Nashville Predators
1320,2025-04-12,12:30PM,Philadelphia Flyers,New York Islanders
1314,2025-04-12,3:00PM,Carolina Hurricanes,New York Rangers
1319,2025-04-12,4:00PM,Los Angeles Kings,Colorado Avalanche
1318,2025-04-12,6:00PM,Florida Panthers,Buffalo Sabres
1316,2025-04-12,7:00PM,Chicago Blackhawks,Winnipeg Jets
1315,2025-04-12,7:00PM,Columbus Blue Jackets,Washington Capitals
1322,2025-04-12,7:00PM,Toronto Maple Leafs,Montreal Canadiens
1317,2025-04-12,8:00PM,Dallas Stars,Utah Hockey Club
1326,2025-04-13,10:00PM,Anaheim Ducks,Colorado Avalanche
1329,2025-04-13,1:00PM,New Jersey Devils,New York Islanders
1330,2025-04-13,1:00PM,Ottawa Senators,Philadelphia Flyers
1331,2025-04-13,3:30PM,Pittsburgh Penguins,Boston Bruins
1327,2025-04-13,5:00PM,Carolina Hurricanes,Toronto Maple Leafs
1332,2025-04-13,6:00PM,Tampa Bay Lightning,Buffalo Sabres
1334,2025-04-13,6:00PM,Washington Capitals,Columbus Blue Jackets
1333,2025-04-13,7:00PM,Winnipeg Jets,Edmonton Oilers
1328,2025-04-13,8:00PM,Calgary Flames,San Jose Sharks
1336,2025-04-14,10:00PM,Edmonton Oilers,Los Angeles Kings
1340,2025-04-14,10:00PM,Vancouver Canucks,San Jose Sharks
1335,2025-04-14,7:00PM,Detroit Red Wings,Dallas Stars
1337,2025-04-14,7:00PM,Florida Panthers,New York Rangers
1338,2025-04-14,7:00PM,Montreal Canadiens,Chicago Blackhawks
1339,2025-04-14,8:00PM,Nashville Predators,Utah Hockey Club
1348,2025-04-15,10:30PM,Seattle Kraken,Los Angeles Kings
1341,2025-04-15,7:00PM,Boston Bruins,New Jersey Devils
1342,2025-04-15,7:00PM,Buffalo Sabres,Toronto Maple Leafs
1346,2025-04-15,7:00PM,Ottawa Senators,Chicago Blackhawks
1347,2025-04-15,7:00PM,Philadelphia Flyers,Columbus Blue Jackets
1350,2025-04-15,7:00PM,Tampa Bay Lightning,Florida Panthers
1344,2025-04-15,8:00PM,Minnesota Wild,Anaheim Ducks
1345,2025-04-15,8:00PM,New York Islanders,Washington Capitals
1349,2025-04-15,8:00PM,St. Louis Blues,Utah Hockey Club
1343,2025-04-15,9:00PM,Calgary Flames,Vegas Golden Knights
1356,2025-04-16,10:00PM,Vancouver Canucks,Vegas Golden Knights
1355,2025-04-16,10:30PM,San Jose Sharks,Edmonton Oilers
1352,2025-04-16,7:00PM,Montreal Canadiens,Carolina Hurricanes
1357,2025-04-16,7:00PM,Winnipeg Jets,Anaheim Ducks
1353,2025-04-16,7:30PM,New Jersey Devils,Detroit Red Wings
1354,2025-04-16,8:00PM,Nashville Predators,Dallas Stars
1358,2025-04-17,7:00PM,Buffalo Sabres,Philadelphia Flyers
1359,2025-04-17,7:00PM,Columbus Blue Jackets,New York Islanders
1360,2025-04-17,7:00PM,New York Rangers,Tampa Bay Lightning
1361,2025-04-17,7:00PM,Ottawa Senators,Carolina Hurricanes
1362,2025-04-17,7:00PM,Pittsburgh Penguins,Washington Capitals
1363,2025-04-17,7:00PM,Toronto Maple Leafs,Detroit Red Wings
