,Unnamed: 0,Date,time,away_team,PTS,home_team,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
1268,94.0,2025-04-13,1:00PM,New York Knicks,,Brooklyn Nets,,,,,,Barclays Center,
1269,95.0,2025-04-13,1:00PM,Indiana Pacers,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1270,96.0,2025-04-13,1:00PM,Washington Wizards,,Miami Heat,,,,,,Kaseya Center,
1271,97.0,2025-04-13,1:00PM,Detroit Pistons,,Milwaukee Bucks,,,,,,Fiserv Forum,
1272,98.0,2025-04-13,1:00PM,Chicago Bulls,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1273,99.0,2025-04-13,3:30PM,Los Angeles Clippers,,Golden State Warriors,,,,,,Chase Center,
1274,100.0,2025-04-13,3:30PM,Denver Nuggets,,Houston Rockets,,,,,,Toyota Center,
1275,101.0,2025-04-13,3:30PM,Dallas Mavericks,,Memphis Grizzlies,,,,,,FedEx Forum,
1276,102.0,2025-04-13,3:30PM,Utah Jazz,,Minnesota Timberwolves,,,,,,Target Center,
1277,103.0,2025-04-13,3:30PM,Oklahoma City Thunder,,New Orleans Pelicans,,,,,,Smoothie King Center,
1278,104.0,2025-04-13,3:30PM,Los Angeles Lakers,,Portland Trail Blazers,,,,,,Moda Center,
1279,105.0,2025-04-13,3:30PM,Phoenix Suns,,Sacramento Kings,,,,,,Golden 1 Center,
1280,106.0,2025-04-13,3:30PM,Toronto Raptors,,San Antonio Spurs,,,,,,Frost Bank Center,
