,Unnamed: 0,Date,time,away_team,PTS,home_team,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
731,226.0,2025-01-29,10:00PM,Oklahoma City Thunder,,Golden State Warriors,,,,,,Chase Center,
732,227.0,2025-01-30,7:00PM,Los Angeles Lakers,,Washington Wizards,,,,,,Capital One Arena,
733,228.0,2025-01-30,7:30PM,Atlanta Hawks,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
734,229.0,2025-01-30,7:30PM,Houston Rockets,,Memphis Grizzlies,,,,,,FedEx Forum,
735,230.0,2025-01-30,10:00PM,Orlando Magic,,Portland Trail Blazers,,,,,,Moda Center,
736,231.0,2025-01-30,10:00PM,Minnesota Timberwolves,,Utah Jazz,,,,,,Delta Center,
737,232.0,2025-01-31,7:00PM,Los Angeles Clippers,,Charlotte Hornets,,,,,,Spectrum Center,
739,234.0,2025-01-31,7:00PM,Dallas Mavericks,,Detroit Pistons,,,,,,Little Caesars Arena,
740,235.0,2025-01-31,7:30PM,Denver Nuggets,,Philadelphia 76ers,,,,,,Wells Fargo Center,
741,236.0,2025-01-31,7:30PM,Chicago Bulls,,Toronto Raptors,,,,,,Scotiabank Arena,
742,237.0,2025-01-31,8:00PM,Boston Celtics,,New Orleans Pelicans,,,,,,Smoothie King Center,
743,238.0,2025-01-31,8:00PM,Milwaukee Bucks,,San Antonio Spurs,,,,,,Frost Bank Center,
744,239.0,2025-01-31,10:00PM,Phoenix Suns,,Golden State Warriors,,,,,,Chase Center,
746,0.0,2025-02-01,5:00PM,Atlanta Hawks,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
747,1.0,2025-02-01,5:00PM,Orlando Magic,,Utah Jazz,,,,,,Delta Center,
748,2.0,2025-02-01,7:00PM,Denver Nuggets,,Charlotte Hornets,,,,,,Spectrum Center,
749,3.0,2025-02-01,8:00PM,Brooklyn Nets,,Houston Rockets,,,,,,Toyota Center,
750,4.0,2025-02-01,8:00PM,Washington Wizards,,Minnesota Timberwolves,,,,,,Target Center,
751,5.0,2025-02-01,8:00PM,Sacramento Kings,,Oklahoma City Thunder,,,,,,Paycom Center,
752,6.0,2025-02-01,8:30PM,Los Angeles Lakers,,New York Knicks,,,,,,Madison Square Garden (IV),
753,7.0,2025-02-01,8:30PM,Miami Heat,,San Antonio Spurs,,,,,,Frost Bank Center,
754,8.0,2025-02-01,10:00PM,Phoenix Suns,,Portland Trail Blazers,,,,,,Moda Center,
755,9.0,2025-02-02,3:00PM,Chicago Bulls,,Detroit Pistons,,,,,,Little Caesars Arena,
756,10.0,2025-02-02,3:30PM,Dallas Mavericks,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
757,11.0,2025-02-02,3:30PM,Los Angeles Clippers,,Toronto Raptors,,,,,,Scotiabank Arena,
758,12.0,2025-02-02,6:00PM,Boston Celtics,,Philadelphia 76ers,,,,,,Wells Fargo Center,
759,13.0,2025-02-02,8:30PM,Memphis Grizzlies,,Milwaukee Bucks,,,,,,Fiserv Forum,
760,14.0,2025-02-03,7:00PM,Washington Wizards,,Charlotte Hornets,,,,,,Spectrum Center,
761,15.0,2025-02-03,7:00PM,Atlanta Hawks,,Detroit Pistons,,,,,,Little Caesars Arena,
762,16.0,2025-02-03,7:30PM,Houston Rockets,,New York Knicks,,,,,,Madison Square Garden (IV),
763,17.0,2025-02-03,8:00PM,San Antonio Spurs,,Memphis Grizzlies,,,,,,FedEx Forum,
764,18.0,2025-02-03,8:00PM,Sacramento Kings,,Minnesota Timberwolves,,,,,,Target Center,
765,19.0,2025-02-03,8:00PM,Milwaukee Bucks,,Oklahoma City Thunder,,,,,,Paycom Center,
766,20.0,2025-02-03,9:00PM,New Orleans Pelicans,,Denver Nuggets,,,,,,Ball Arena,
767,21.0,2025-02-03,9:00PM,Indiana Pacers,,Utah Jazz,,,,,,Delta Center,
768,22.0,2025-02-03,10:00PM,Orlando Magic,,Golden State Warriors,,,,,,Chase Center,
769,23.0,2025-02-03,10:00PM,Phoenix Suns,,Portland Trail Blazers,,,,,,Moda Center,
770,24.0,2025-02-04,7:00PM,Boston Celtics,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
772,26.0,2025-02-04,7:30PM,Houston Rockets,,Brooklyn Nets,,,,,,Barclays Center,
773,27.0,2025-02-04,7:30PM,Dallas Mavericks,,Philadelphia 76ers,,,,,,Wells Fargo Center,
774,28.0,2025-02-04,7:30PM,New York Knicks,,Toronto Raptors,,,,,,Scotiabank Arena,
775,29.0,2025-02-04,8:00PM,Miami Heat,,Chicago Bulls,,,,,,United Center,
776,30.0,2025-02-04,10:00PM,Los Angeles Lakers,,Los Angeles Clippers,,,,,,Intuit Dome,
777,31.0,2025-02-04,10:00PM,Indiana Pacers,,Portland Trail Blazers,,,,,,Moda Center,
778,32.0,2025-02-05,7:00PM,Milwaukee Bucks,,Charlotte Hornets,,,,,,Spectrum Center,
779,33.0,2025-02-05,7:00PM,Cleveland Cavaliers,,Detroit Pistons,,,,,,Little Caesars Arena,
780,34.0,2025-02-05,7:30PM,San Antonio Spurs,,Atlanta Hawks,,,,,,State Farm Arena,
781,35.0,2025-02-05,7:30PM,Washington Wizards,,Brooklyn Nets,,,,,,Barclays Center,
782,36.0,2025-02-05,7:30PM,Miami Heat,,Philadelphia 76ers,,,,,,Wells Fargo Center,
783,37.0,2025-02-05,7:30PM,Memphis Grizzlies,,Toronto Raptors,,,,,,Scotiabank Arena,
784,38.0,2025-02-05,8:00PM,Chicago Bulls,,Minnesota Timberwolves,,,,,,Target Center,
785,39.0,2025-02-05,8:00PM,Phoenix Suns,,Oklahoma City Thunder,,,,,,Paycom Center,
786,40.0,2025-02-05,9:00PM,Golden State Warriors,,Utah Jazz,,,,,,Delta Center,
787,41.0,2025-02-05,10:00PM,New Orleans Pelicans,,Denver Nuggets,,,,,,Ball Arena,
788,42.0,2025-02-05,10:00PM,Orlando Magic,,Sacramento Kings,,,,,,Golden 1 Center,
789,43.0,2025-02-06,7:30PM,Dallas Mavericks,,Boston Celtics,,,,,,TD Garden,
790,44.0,2025-02-06,8:00PM,Houston Rockets,,Minnesota Timberwolves,,,,,,Target Center,
791,45.0,2025-02-06,9:00PM,Orlando Magic,,Denver Nuggets,,,,,,Ball Arena,
792,46.0,2025-02-06,10:00PM,Golden State Warriors,,Los Angeles Lakers,,,,,,Crypto.com Arena,
793,47.0,2025-02-06,10:00PM,Sacramento Kings,,Portland Trail Blazers,,,,,,Moda Center,
794,48.0,2025-02-06,10:30PM,Indiana Pacers,,Los Angeles Clippers,,,,,,Intuit Dome,
795,49.0,2025-02-07,7:00PM,San Antonio Spurs,,Charlotte Hornets,,,,,,Spectrum Center,
796,50.0,2025-02-07,7:00PM,Cleveland Cavaliers,,Washington Wizards,,,,,,Capital One Arena,
798,52.0,2025-02-07,7:30PM,Milwaukee Bucks,,Atlanta Hawks,,,,,,State Farm Arena,
799,53.0,2025-02-07,7:30PM,Miami Heat,,Brooklyn Nets,,,,,,Barclays Center,
800,54.0,2025-02-07,7:30PM,Philadelphia 76ers,,Detroit Pistons,,,,,,Little Caesars Arena,
801,55.0,2025-02-07,8:00PM,Toronto Raptors,,Oklahoma City Thunder,,,,,,Paycom Center,
802,56.0,2025-02-07,10:00PM,Utah Jazz,,Phoenix Suns,,,,,,Footprint Center,
803,57.0,2025-02-08,3:00PM,Houston Rockets,,Dallas Mavericks,,,,,,American Airlines Center,
804,58.0,2025-02-08,4:00PM,Indiana Pacers,,Los Angeles Lakers,,,,,,Crypto.com Arena,
805,59.0,2025-02-08,7:00PM,San Antonio Spurs,,Orlando Magic,,,,,,Kia Center,
806,60.0,2025-02-08,7:00PM,Atlanta Hawks,,Washington Wizards,,,,,,Capital One Arena,
807,61.0,2025-02-08,8:00PM,Golden State Warriors,,Chicago Bulls,,,,,,United Center,
808,62.0,2025-02-08,8:00PM,Oklahoma City Thunder,,Memphis Grizzlies,,,,,,FedEx Forum,
809,63.0,2025-02-08,8:00PM,Portland Trail Blazers,,Minnesota Timberwolves,,,,,,Target Center,
810,64.0,2025-02-08,8:30PM,Boston Celtics,,New York Knicks,,,,,,Madison Square Garden (IV),
811,65.0,2025-02-08,9:00PM,Denver Nuggets,,Phoenix Suns,,,,,,Footprint Center,
812,66.0,2025-02-08,10:00PM,New Orleans Pelicans,,Sacramento Kings,,,,,,Golden 1 Center,
813,67.0,2025-02-08,10:30PM,Utah Jazz,,Los Angeles Clippers,,,,,,Intuit Dome,
814,68.0,2025-02-09,1:00PM,Charlotte Hornets,,Detroit Pistons,,,,,,Little Caesars Arena,
815,69.0,2025-02-09,2:00PM,Toronto Raptors,,Houston Rockets,,,,,,Toyota Center,
816,70.0,2025-02-09,2:00PM,Philadelphia 76ers,,Milwaukee Bucks,,,,,,Fiserv Forum,
817,71.0,2025-02-10,7:00PM,Minnesota Timberwolves,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
818,72.0,2025-02-10,7:00PM,Atlanta Hawks,,Orlando Magic,,,,,,Kia Center,
819,73.0,2025-02-10,7:00PM,San Antonio Spurs,,Washington Wizards,,,,,,Capital One Arena,
820,74.0,2025-02-10,7:30PM,Charlotte Hornets,,Brooklyn Nets,,,,,,Barclays Center,
821,75.0,2025-02-10,7:30PM,Boston Celtics,,Miami Heat,,,,,,Kaseya Center,
822,76.0,2025-02-10,8:00PM,Golden State Warriors,,Milwaukee Bucks,,,,,,Fiserv Forum,
824,78.0,2025-02-10,8:00PM,New Orleans Pelicans,,Oklahoma City Thunder,,,,,,Paycom Center,
825,79.0,2025-02-10,8:30PM,Sacramento Kings,,Dallas Mavericks,,,,,,American Airlines Center,
826,80.0,2025-02-10,9:00PM,Portland Trail Blazers,,Denver Nuggets,,,,,,Ball Arena,
827,81.0,2025-02-11,7:00PM,Toronto Raptors,,Philadelphia 76ers,,,,,,Wells Fargo Center,
828,82.0,2025-02-11,7:30PM,New York Knicks,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
829,83.0,2025-02-11,8:00PM,Detroit Pistons,,Chicago Bulls,,,,,,United Center,
830,84.0,2025-02-11,10:00PM,Memphis Grizzlies,,Phoenix Suns,,,,,,Footprint Center,
831,85.0,2025-02-11,10:30PM,Utah Jazz,,Los Angeles Lakers,,,,,,Crypto.com Arena,
832,86.0,2025-02-12,7:00PM,San Antonio Spurs,,Boston Celtics,,,,,,TD Garden,
833,87.0,2025-02-12,7:00PM,Charlotte Hornets,,Orlando Magic,,,,,,Kia Center,
834,88.0,2025-02-12,7:00PM,Indiana Pacers,,Washington Wizards,,,,,,Capital One Arena,
835,89.0,2025-02-12,7:30PM,Philadelphia 76ers,,Brooklyn Nets,,,,,,Barclays Center,
836,90.0,2025-02-12,7:30PM,Atlanta Hawks,,New York Knicks,,,,,,Madison Square Garden (IV),
837,91.0,2025-02-12,7:30PM,Cleveland Cavaliers,,Toronto Raptors,,,,,,Scotiabank Arena,
838,92.0,2025-02-12,8:00PM,Detroit Pistons,,Chicago Bulls,,,,,,United Center,
839,93.0,2025-02-12,8:00PM,Milwaukee Bucks,,Minnesota Timberwolves,,,,,,Target Center,
840,94.0,2025-02-12,8:00PM,Sacramento Kings,,New Orleans Pelicans,,,,,,Smoothie King Center,
841,95.0,2025-02-12,8:00PM,Miami Heat,,Oklahoma City Thunder,,,,,,Paycom Center,
842,96.0,2025-02-12,8:30PM,Phoenix Suns,,Houston Rockets,,,,,,Toyota Center,
843,97.0,2025-02-12,9:00PM,Portland Trail Blazers,,Denver Nuggets,,,,,,Ball Arena,
844,98.0,2025-02-12,9:00PM,Los Angeles Lakers,,Utah Jazz,,,,,,Delta Center,
845,99.0,2025-02-12,9:30PM,Golden State Warriors,,Dallas Mavericks,,,,,,American Airlines Center,
846,100.0,2025-02-12,10:30PM,Memphis Grizzlies,,Los Angeles Clippers,,,,,,Intuit Dome,
847,101.0,2025-02-13,8:00PM,Golden State Warriors,,Houston Rockets,,,,,,Toyota Center,
848,102.0,2025-02-13,8:00PM,Sacramento Kings,,New Orleans Pelicans,,,,,,Smoothie King Center,
850,104.0,2025-02-13,8:30PM,Miami Heat,,Dallas Mavericks,,,,,,American Airlines Center,
851,105.0,2025-02-13,8:30PM,Oklahoma City Thunder,,Minnesota Timberwolves,,,,,,Target Center,
852,106.0,2025-02-20,7:00PM,Memphis Grizzlies,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
853,107.0,2025-02-20,7:00PM,Boston Celtics,,Philadelphia 76ers,,,,,,Wells Fargo Center,
854,108.0,2025-02-20,7:30PM,Orlando Magic,,Atlanta Hawks,,,,,,State Farm Arena,
855,109.0,2025-02-20,7:30PM,Cleveland Cavaliers,,Brooklyn Nets,,,,,,Barclays Center,
856,110.0,2025-02-20,7:30PM,Chicago Bulls,,New York Knicks,,,,,,Madison Square Garden (IV),
857,111.0,2025-02-20,8:00PM,Los Angeles Clippers,,Milwaukee Bucks,,,,,,Fiserv Forum,
858,112.0,2025-02-20,9:00PM,Charlotte Hornets,,Denver Nuggets,,,,,,Ball Arena,
859,113.0,2025-02-20,9:30PM,Phoenix Suns,,San Antonio Spurs,,,,,,Moody Center,
860,114.0,2025-02-20,10:00PM,Los Angeles Lakers,,Portland Trail Blazers,,,,,,Moda Center,
861,115.0,2025-02-21,7:00PM,New York Knicks,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
862,116.0,2025-02-21,7:00PM,Memphis Grizzlies,,Orlando Magic,,,,,,Kia Center,
863,117.0,2025-02-21,7:00PM,Milwaukee Bucks,,Washington Wizards,,,,,,Capital One Arena,
864,118.0,2025-02-21,7:30PM,Miami Heat,,Toronto Raptors,,,,,,Scotiabank Arena,
865,119.0,2025-02-21,8:00PM,Minnesota Timberwolves,,Houston Rockets,,,,,,Toyota Center,
866,120.0,2025-02-21,8:30PM,Detroit Pistons,,San Antonio Spurs,,,,,,Moody Center,
867,121.0,2025-02-21,9:30PM,New Orleans Pelicans,,Dallas Mavericks,,,,,,American Airlines Center,
868,122.0,2025-02-21,9:30PM,Oklahoma City Thunder,,Utah Jazz,,,,,,Delta Center,
869,123.0,2025-02-21,10:00PM,Golden State Warriors,,Sacramento Kings,,,,,,Golden 1 Center,
870,124.0,2025-02-22,5:00PM,Phoenix Suns,,Chicago Bulls,,,,,,United Center,
871,125.0,2025-02-22,7:30PM,Brooklyn Nets,,Philadelphia 76ers,,,,,,Wells Fargo Center,
872,126.0,2025-02-22,8:30PM,Los Angeles Lakers,,Denver Nuggets,,,,,,Ball Arena,
873,127.0,2025-02-22,9:30PM,Houston Rockets,,Utah Jazz,,,,,,Delta Center,
874,128.0,2025-02-22,10:00PM,Charlotte Hornets,,Portland Trail Blazers,,,,,,Moda Center,
876,130.0,2025-02-23,1:00PM,New York Knicks,,Boston Celtics,,,,,,TD Garden,
877,131.0,2025-02-23,3:30PM,Dallas Mavericks,,Golden State Warriors,,,,,,Chase Center,
878,132.0,2025-02-23,5:00PM,Los Angeles Clippers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
879,133.0,2025-02-23,6:00PM,Detroit Pistons,,Atlanta Hawks,,,,,,State Farm Arena,
880,134.0,2025-02-23,6:00PM,Washington Wizards,,Orlando Magic,,,,,,Kia Center,
881,135.0,2025-02-23,6:00PM,Phoenix Suns,,Toronto Raptors,,,,,,Scotiabank Arena,
882,136.0,2025-02-23,7:00PM,Miami Heat,,Milwaukee Bucks,,,,,,Fiserv Forum,
883,137.0,2025-02-23,7:00PM,San Antonio Spurs,,New Orleans Pelicans,,,,,,Smoothie King Center,
884,138.0,2025-02-23,7:30PM,Memphis Grizzlies,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
885,139.0,2025-02-23,9:30PM,Oklahoma City Thunder,,Minnesota Timberwolves,,,,,,Target Center,
886,140.0,2025-02-24,7:00PM,Los Angeles Clippers,,Detroit Pistons,,,,,,Little Caesars Arena,
887,141.0,2025-02-24,7:00PM,Denver Nuggets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
888,142.0,2025-02-24,7:00PM,Chicago Bulls,,Philadelphia 76ers,,,,,,Wells Fargo Center,
889,143.0,2025-02-24,7:00PM,Brooklyn Nets,,Washington Wizards,,,,,,Capital One Arena,
890,144.0,2025-02-24,7:30PM,Miami Heat,,Atlanta Hawks,,,,,,State Farm Arena,
891,145.0,2025-02-24,8:00PM,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,,Paycom Center,
892,146.0,2025-02-24,9:00PM,Portland Trail Blazers,,Utah Jazz,,,,,,Delta Center,
893,147.0,2025-02-24,10:00PM,Charlotte Hornets,,Sacramento Kings,,,,,,Golden 1 Center,
894,148.0,2025-02-25,7:00PM,Boston Celtics,,Toronto Raptors,,,,,,Scotiabank Arena,
895,149.0,2025-02-25,7:30PM,Cleveland Cavaliers,,Orlando Magic,,,,,,Kia Center,
896,150.0,2025-02-25,8:00PM,Milwaukee Bucks,,Houston Rockets,,,,,,Toyota Center,
897,151.0,2025-02-25,8:00PM,Phoenix Suns,,Memphis Grizzlies,,,,,,FedEx Forum,
898,152.0,2025-02-25,8:00PM,San Antonio Spurs,,New Orleans Pelicans,,,,,,Smoothie King Center,
899,153.0,2025-02-25,10:00PM,Charlotte Hornets,,Golden State Warriors,,,,,,Chase Center,
900,154.0,2025-02-25,10:00PM,Dallas Mavericks,,Los Angeles Lakers,,,,,,Crypto.com Arena,
902,156.0,2025-02-26,7:00PM,Boston Celtics,,Detroit Pistons,,,,,,Little Caesars Arena,
903,157.0,2025-02-26,7:00PM,Toronto Raptors,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
904,158.0,2025-02-26,7:00PM,Philadelphia 76ers,,New York Knicks,,,,,,Madison Square Garden (IV),
905,159.0,2025-02-26,7:00PM,Portland Trail Blazers,,Washington Wizards,,,,,,Capital One Arena,
906,160.0,2025-02-26,7:30PM,Oklahoma City Thunder,,Brooklyn Nets,,,,,,Barclays Center,
907,161.0,2025-02-26,7:30PM,Atlanta Hawks,,Miami Heat,,,,,,Kaseya Center,
908,162.0,2025-02-26,8:00PM,Los Angeles Clippers,,Chicago Bulls,,,,,,United Center,
909,163.0,2025-02-26,9:00PM,Sacramento Kings,,Utah Jazz,,,,,,Delta Center,
910,164.0,2025-02-26,9:30PM,San Antonio Spurs,,Houston Rockets,,,,,,Toyota Center,
911,165.0,2025-02-27,7:00PM,Golden State Warriors,,Orlando Magic,,,,,,Kia Center,
912,166.0,2025-02-27,7:30PM,Denver Nuggets,,Milwaukee Bucks,,,,,,Fiserv Forum,
913,167.0,2025-02-27,8:30PM,Charlotte Hornets,,Dallas Mavericks,,,,,,American Airlines Center,
914,168.0,2025-02-27,10:00PM,New Orleans Pelicans,,Phoenix Suns,,,,,,Footprint Center,
915,169.0,2025-02-27,10:30PM,Minnesota Timberwolves,,Los Angeles Lakers,,,,,,Crypto.com Arena,
916,170.0,2025-02-28,7:00PM,Denver Nuggets,,Detroit Pistons,,,,,,Little Caesars Arena,
917,171.0,2025-02-28,7:30PM,Oklahoma City Thunder,,Atlanta Hawks,,,,,,State Farm Arena,
918,172.0,2025-02-28,7:30PM,Cleveland Cavaliers,,Boston Celtics,,,,,,TD Garden,
919,173.0,2025-02-28,7:30PM,Portland Trail Blazers,,Brooklyn Nets,,,,,,Barclays Center,
920,174.0,2025-02-28,8:00PM,Toronto Raptors,,Chicago Bulls,,,,,,United Center,
921,175.0,2025-02-28,8:00PM,New York Knicks,,Memphis Grizzlies,,,,,,FedEx Forum,
922,176.0,2025-02-28,8:00PM,Indiana Pacers,,Miami Heat,,,,,,Kaseya Center,
923,177.0,2025-02-28,9:00PM,New Orleans Pelicans,,Phoenix Suns,,,,,,Footprint Center,
924,178.0,2025-02-28,9:30PM,Minnesota Timberwolves,,Utah Jazz,,,,,,Delta Center,
925,179.0,2025-02-28,10:00PM,Los Angeles Clippers,,Los Angeles Lakers,,,,,,Crypto.com Arena,
927,0.0,2025-03-01,6:00PM,Washington Wizards,,Charlotte Hornets,,,,,,Spectrum Center,
928,1.0,2025-03-01,7:00PM,Brooklyn Nets,,Detroit Pistons,,,,,,Little Caesars Arena,
929,2.0,2025-03-01,8:00PM,Sacramento Kings,,Houston Rockets,,,,,,Toyota Center,
930,3.0,2025-03-01,8:00PM,San Antonio Spurs,,Memphis Grizzlies,,,,,,FedEx Forum,
931,4.0,2025-03-01,8:30PM,Milwaukee Bucks,,Dallas Mavericks,,,,,,American Airlines Center,
932,5.0,2025-03-01,8:30PM,Golden State Warriors,,Philadelphia 76ers,,,,,,Wells Fargo Center,
933,6.0,2025-03-02,1:00PM,Denver Nuggets,,Boston Celtics,,,,,,TD Garden,
934,7.0,2025-03-02,3:30PM,Portland Trail Blazers,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
935,8.0,2025-03-02,5:00PM,Chicago Bulls,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
936,9.0,2025-03-02,6:00PM,New York Knicks,,Miami Heat,,,,,,Kaseya Center,
937,10.0,2025-03-02,6:00PM,Toronto Raptors,,Orlando Magic,,,,,,Kia Center,
938,11.0,2025-03-02,7:00PM,Oklahoma City Thunder,,San Antonio Spurs,,,,,,Frost Bank Center,
939,12.0,2025-03-02,8:00PM,New Orleans Pelicans,,Utah Jazz,,,,,,Delta Center,
940,13.0,2025-03-02,9:30PM,Los Angeles Clippers,,Los Angeles Lakers,,,,,,Crypto.com Arena,
941,14.0,2025-03-02,9:30PM,Minnesota Timberwolves,,Phoenix Suns,,,,,,Footprint Center,
942,15.0,2025-03-03,7:00PM,Golden State Warriors,,Charlotte Hornets,,,,,,Spectrum Center,
943,16.0,2025-03-03,7:00PM,Portland Trail Blazers,,Philadelphia 76ers,,,,,,Wells Fargo Center,
944,17.0,2025-03-03,7:30PM,Washington Wizards,,Miami Heat,,,,,,Kaseya Center,
945,18.0,2025-03-03,8:00PM,Atlanta Hawks,,Memphis Grizzlies,,,,,,FedEx Forum,
946,19.0,2025-03-03,8:00PM,Houston Rockets,,Oklahoma City Thunder,,,,,,Paycom Center,
947,20.0,2025-03-03,8:30PM,Sacramento Kings,,Dallas Mavericks,,,,,,American Airlines Center,
948,21.0,2025-03-03,9:30PM,Detroit Pistons,,Utah Jazz,,,,,,Delta Center,
949,22.0,2025-03-04,7:00PM,Houston Rockets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
950,23.0,2025-03-04,7:00PM,Toronto Raptors,,Orlando Magic,,,,,,Kia Center,
951,24.0,2025-03-04,7:30PM,Milwaukee Bucks,,Atlanta Hawks,,,,,,State Farm Arena,
953,26.0,2025-03-04,7:30PM,Golden State Warriors,,New York Knicks,,,,,,Madison Square Garden (IV),
954,27.0,2025-03-04,8:00PM,Cleveland Cavaliers,,Chicago Bulls,,,,,,United Center,
955,28.0,2025-03-04,8:00PM,Philadelphia 76ers,,Minnesota Timberwolves,,,,,,Target Center,
956,29.0,2025-03-04,8:30PM,Brooklyn Nets,,San Antonio Spurs,,,,,,Frost Bank Center,
957,30.0,2025-03-04,10:00PM,Los Angeles Clippers,,Phoenix Suns,,,,,,Footprint Center,
958,31.0,2025-03-04,10:30PM,New Orleans Pelicans,,Los Angeles Lakers,,,,,,Crypto.com Arena,
959,32.0,2025-03-05,7:00PM,Portland Trail Blazers,,Boston Celtics,,,,,,TD Garden,
960,33.0,2025-03-05,7:00PM,Minnesota Timberwolves,,Charlotte Hornets,,,,,,Spectrum Center,
961,34.0,2025-03-05,7:00PM,Miami Heat,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
962,35.0,2025-03-05,7:00PM,Utah Jazz,,Washington Wizards,,,,,,Capital One Arena,
963,36.0,2025-03-05,8:00PM,Oklahoma City Thunder,,Memphis Grizzlies,,,,,,FedEx Forum,
964,37.0,2025-03-05,9:00PM,Sacramento Kings,,Denver Nuggets,,,,,,Ball Arena,
965,38.0,2025-03-05,9:30PM,Dallas Mavericks,,Milwaukee Bucks,,,,,,Fiserv Forum,
966,39.0,2025-03-05,10:30PM,Detroit Pistons,,Los Angeles Clippers,,,,,,Intuit Dome,
967,40.0,2025-03-06,7:30PM,Indiana Pacers,,Atlanta Hawks,,,,,,State Farm Arena,
968,41.0,2025-03-06,7:30PM,Philadelphia 76ers,,Boston Celtics,,,,,,TD Garden,
969,42.0,2025-03-06,7:30PM,Golden State Warriors,,Brooklyn Nets,,,,,,Barclays Center,
970,43.0,2025-03-06,8:00PM,Houston Rockets,,New Orleans Pelicans,,,,,,Smoothie King Center,
971,44.0,2025-03-06,10:00PM,New York Knicks,,Los Angeles Lakers,,,,,,Crypto.com Arena,
972,45.0,2025-03-07,7:00PM,Cleveland Cavaliers,,Charlotte Hornets,,,,,,Spectrum Center,
973,46.0,2025-03-07,7:30PM,Memphis Grizzlies,,Dallas Mavericks,,,,,,American Airlines Center,
974,47.0,2025-03-07,7:30PM,Utah Jazz,,Toronto Raptors,,,,,,Scotiabank Arena,
975,48.0,2025-03-07,8:00PM,Minnesota Timberwolves,,Miami Heat,,,,,,Kaseya Center,
976,49.0,2025-03-07,8:00PM,Portland Trail Blazers,,Oklahoma City Thunder,,,,,,Paycom Center,
977,50.0,2025-03-07,10:00PM,Phoenix Suns,,Denver Nuggets,,,,,,Ball Arena,
979,52.0,2025-03-07,10:00PM,San Antonio Spurs,,Sacramento Kings,,,,,,Golden 1 Center,
980,53.0,2025-03-07,10:30PM,New York Knicks,,Los Angeles Clippers,,,,,,Intuit Dome,
981,54.0,2025-03-08,6:00PM,Brooklyn Nets,,Charlotte Hornets,,,,,,Spectrum Center,
982,55.0,2025-03-08,7:00PM,New Orleans Pelicans,,Houston Rockets,,,,,,Toyota Center,
983,56.0,2025-03-08,7:30PM,Indiana Pacers,,Atlanta Hawks,,,,,,State Farm Arena,
984,57.0,2025-03-08,7:30PM,Washington Wizards,,Toronto Raptors,,,,,,Scotiabank Arena,
985,58.0,2025-03-08,8:00PM,Chicago Bulls,,Miami Heat,,,,,,Kaseya Center,
986,59.0,2025-03-08,8:00PM,Orlando Magic,,Milwaukee Bucks,,,,,,Fiserv Forum,
987,60.0,2025-03-08,8:30PM,Los Angeles Lakers,,Boston Celtics,,,,,,TD Garden,
988,61.0,2025-03-08,8:30PM,Detroit Pistons,,Golden State Warriors,,,,,,Chase Center,
989,62.0,2025-03-09,1:00PM,Denver Nuggets,,Oklahoma City Thunder,,,,,,Paycom Center,
990,63.0,2025-03-09,3:30PM,Phoenix Suns,,Dallas Mavericks,,,,,,American Airlines Center,
991,64.0,2025-03-09,7:00PM,Memphis Grizzlies,,New Orleans Pelicans,,,,,,Smoothie King Center,
992,65.0,2025-03-09,7:30PM,Utah Jazz,,Philadelphia 76ers,,,,,,Wells Fargo Center,
993,66.0,2025-03-09,8:00PM,Cleveland Cavaliers,,Milwaukee Bucks,,,,,,Fiserv Forum,
994,67.0,2025-03-09,8:00PM,San Antonio Spurs,,Minnesota Timberwolves,,,,,,Target Center,
995,68.0,2025-03-09,9:00PM,Detroit Pistons,,Portland Trail Blazers,,,,,,Moda Center,
996,69.0,2025-03-09,9:30PM,Sacramento Kings,,Los Angeles Clippers,,,,,,Intuit Dome,
997,70.0,2025-03-10,7:30PM,Philadelphia 76ers,,Atlanta Hawks,,,,,,State Farm Arena,
998,71.0,2025-03-10,7:30PM,Utah Jazz,,Boston Celtics,,,,,,TD Garden,
999,72.0,2025-03-10,7:30PM,Los Angeles Lakers,,Brooklyn Nets,,,,,,Barclays Center,
1000,73.0,2025-03-10,7:30PM,Charlotte Hornets,,Miami Heat,,,,,,Kaseya Center,
1001,74.0,2025-03-10,7:30PM,Washington Wizards,,Toronto Raptors,,,,,,Scotiabank Arena,
