,Conference,Date,time,home_team,away_team
67,acc,2025-01-18,12:00AM,virginia-tech:Virginia Tech,wake-forest:Wake Forest
16,america-east,2025-01-18,12:00AM,binghamton:Binghamton,albany-ny:Albany (NY)
17,america-east,2025-01-18,12:00AM,bryant:Bryant,massachusetts-lowell:Massachusetts-Lowell
18,america-east,2025-01-18,12:00AM,maryland-baltimore-county:Maryland-Baltimore County,maine:Maine
19,america-east,2025-01-18,12:00AM,njit:NJIT,new-hampshire:New Hampshire
35,atlantic-10,2025-01-18,12:00AM,dayton:Dayton,loyola-il:Loyola (IL)
36,atlantic-10,2025-01-18,12:00AM,duquesne:Duquesne,st-bonaventure:St. Bonaventure
37,atlantic-10,2025-01-18,12:00AM,george-mason:George Mason,george-washington:George Washington
38,atlantic-10,2025-01-18,12:00AM,rhode-island:Rhode Island,davidson:Davidson
39,atlantic-10,2025-01-18,12:00AM,richmond:Richmond,saint-louis:Saint Louis
31,atlantic-sun,2025-01-18,12:00AM,eastern-kentucky:Eastern Kentucky,bellarmine:Bellarmine
32,atlantic-sun,2025-01-18,12:00AM,florida-gulf-coast:Florida Gulf Coast,queens-nc:Queens (NC)
33,atlantic-sun,2025-01-18,12:00AM,jacksonville:Jacksonville,central-arkansas:Central Arkansas
34,atlantic-sun,2025-01-18,12:00AM,lipscomb:Lipscomb,austin-peay:Austin Peay
35,atlantic-sun,2025-01-18,12:00AM,north-florida:North Florida,north-alabama:North Alabama
36,atlantic-sun,2025-01-18,12:00AM,stetson:Stetson,west-georgia:West Georgia
46,big-12,2025-01-18,12:00AM,central-florida:UCF,houston:Houston
42,big-12,2025-01-18,12:00AM,cincinnati:Cincinnati,arizona-state:Arizona State
43,big-12,2025-01-18,12:00AM,kansas:Kansas,kansas-state:Kansas State
44,big-12,2025-01-18,12:00AM,oklahoma-state:Oklahoma State,colorado:Colorado
45,big-12,2025-01-18,12:00AM,texas-tech:Texas Tech,arizona:Arizona
47,big-12,2025-01-18,12:00AM,utah:Utah,brigham-young:Brigham Young
48,big-12,2025-01-18,12:00AM,west-virginia:West Virginia,iowa-state:Iowa State
39,big-east,2025-01-18,12:00AM,connecticut:Connecticut,creighton:Creighton
40,big-east,2025-01-18,12:00AM,marquette:Marquette,xavier:Xavier
42,big-east,2025-01-18,12:00AM,seton-hall:Seton Hall,st-johns-ny:St. John's (NY)
24,big-sky,2025-01-18,12:00AM,idaho-state:Idaho State,montana:Montana
23,big-sky,2025-01-18,12:00AM,idaho:Idaho,eastern-washington:Eastern Washington
25,big-sky,2025-01-18,12:00AM,northern-arizona:Northern Arizona,portland-state:Portland State
26,big-sky,2025-01-18,12:00AM,northern-colorado:Northern Colorado,sacramento-state:Sacramento State
27,big-sky,2025-01-18,12:00AM,weber-state:Weber State,montana-state:Montana State
21,big-south,2025-01-18,12:00AM,charleston-southern:Charleston Southern,radford:Radford
22,big-south,2025-01-18,12:00AM,gardner-webb:Gardner-Webb,south-carolina-upstate:South Carolina Upstate
23,big-south,2025-01-18,12:00AM,high-point:High Point,presbyterian:Presbyterian
24,big-south,2025-01-18,12:00AM,north-carolina-asheville:UNC Asheville,winthrop:Winthrop
63,big-ten,2025-01-18,12:00AM,oregon:Oregon,purdue:Purdue
64,big-ten,2025-01-18,12:00AM,southern-california:Southern California,wisconsin:Wisconsin
37,big-west,2025-01-18,12:00AM,california-irvine:UC Irvine,cal-poly:Cal Poly
38,big-west,2025-01-18,12:00AM,california-riverside:UC Riverside,california-san-diego:UC San Diego
39,big-west,2025-01-18,12:00AM,california-santa-barbara:UC Santa Barbara,california-davis:UC Davis
36,big-west,2025-01-18,12:00AM,long-beach-state:Long Beach State,cal-state-fullerton:Cal State Fullerton
37,coastal,2025-01-18,12:00AM,campbell:Campbell,monmouth:Monmouth
38,coastal,2025-01-18,12:00AM,college-of-charleston:College of Charleston,northeastern:Northeastern
39,coastal,2025-01-18,12:00AM,delaware:Delaware,elon:Elon
40,coastal,2025-01-18,12:00AM,towson:Towson,stony-brook:Stony Brook
23,cusa,2025-01-18,12:00AM,florida-international:Florida International,texas-el-paso:UTEP
24,cusa,2025-01-18,12:00AM,jacksonville-state:Jacksonville State,sam-houston-state:Sam Houston
25,cusa,2025-01-18,12:00AM,kennesaw-state:Kennesaw State,louisiana-tech:Louisiana Tech
26,cusa,2025-01-18,12:00AM,liberty:Liberty,new-mexico-state:New Mexico State
27,cusa,2025-01-18,12:00AM,middle-tennessee:Middle Tennessee,western-kentucky:Western Kentucky
47,horizon,2025-01-18,12:00AM,detroit-mercy:Detroit Mercy,oakland:Oakland
48,horizon,2025-01-18,12:00AM,northern-kentucky:Northern Kentucky,wright-state:Wright State
4,ivy,2025-01-18,12:00AM,brown:Brown,harvard:Harvard
5,ivy,2025-01-18,12:00AM,columbia:Columbia,yale:Yale
6,ivy,2025-01-18,12:00AM,dartmouth:Dartmouth,princeton:Princeton
7,ivy,2025-01-18,12:00AM,pennsylvania:Pennsylvania,cornell:Cornell
42,maac,2025-01-18,12:00AM,fairfield:Fairfield,canisius:Canisius
43,maac,2025-01-18,12:00AM,manhattan:Manhattan,niagara:Niagara
44,maac,2025-01-18,12:00AM,marist:Marist,rider:Rider
45,maac,2025-01-18,12:00AM,merrimack:Merrimack,siena:Siena
46,maac,2025-01-18,12:00AM,mount-st-marys:Mount St. Mary's,quinnipiac:Quinnipiac
47,maac,2025-01-18,12:00AM,sacred-heart:Sacred Heart,saint-peters:Saint Peter's
26,mac,2025-01-18,12:00AM,ball-state:Ball State,toledo:Toledo
27,mac,2025-01-18,12:00AM,bowling-green-state:Bowling Green State,eastern-michigan:Eastern Michigan
28,mac,2025-01-18,12:00AM,kent-state:Kent State,miami-oh:Miami (OH)
29,mac,2025-01-18,12:00AM,northern-illinois:Northern Illinois,central-michigan:Central Michigan
30,mac,2025-01-18,12:00AM,western-michigan:Western Michigan,buffalo:Buffalo
44,mvc,2025-01-18,12:00AM,evansville:Evansville,belmont:Belmont
45,mvc,2025-01-18,12:00AM,illinois-state:Illinois State,missouri-state:Missouri State
46,mvc,2025-01-18,12:00AM,indiana-state:Indiana State,drake:Drake
47,mvc,2025-01-18,12:00AM,murray-state:Murray State,bradley:Bradley
48,mvc,2025-01-18,12:00AM,southern-illinois:Southern Illinois,northern-iowa:Northern Iowa
49,mvc,2025-01-18,12:00AM,valparaiso:Valparaiso,illinois-chicago:Illinois-Chicago
38,mwc,2025-01-18,12:00AM,nevada:Nevada,san-jose-state:San Jose State
39,mwc,2025-01-18,12:00AM,san-diego-state:San Diego State,nevada-las-vegas:Nevada-Las Vegas
40,mwc,2025-01-18,12:00AM,wyoming:Wyoming,colorado-state:Colorado State
16,northeast,2025-01-18,12:00AM,chicago-state:Chicago State,le-moyne:Le Moyne
17,northeast,2025-01-18,12:00AM,fairleigh-dickinson:FDU,central-connecticut-state:Central Connecticut State
18,northeast,2025-01-18,12:00AM,long-island-university:Long Island University,saint-francis-pa:Saint Francis (PA)
19,northeast,2025-01-18,12:00AM,wagner:Wagner,mercyhurst:Mercyhurst
39,ovc,2025-01-18,12:00AM,morehead-state:Morehead State,lindenwood:Lindenwood
40,ovc,2025-01-18,12:00AM,southern-indiana:Southern Indiana,western-illinois:Western Illinois
44,ovc,2025-01-18,12:00AM,tennessee-martin:Tennessee-Martin,southern-illinois-edwardsville:Southern Illinois-Edwardsville
42,ovc,2025-01-18,12:00AM,tennessee-state:Tennessee State,eastern-illinois:Eastern Illinois
43,ovc,2025-01-18,12:00AM,tennessee-tech:Tennessee Tech,arkansas-little-rock:Little Rock
26,patriot,2025-01-18,12:00AM,army:Army,boston-university:Boston University
27,patriot,2025-01-18,12:00AM,bucknell:Bucknell,navy:Navy
28,patriot,2025-01-18,12:00AM,holy-cross:Holy Cross,american:American
29,patriot,2025-01-18,12:00AM,lafayette:Lafayette,colgate:Colgate
30,patriot,2025-01-18,12:00AM,lehigh:Lehigh,loyola-md:Loyola (MD)
33,sec,2025-01-18,12:00AM,florida:Florida,texas:Texas
34,sec,2025-01-18,12:00AM,georgia:Georgia,auburn:Auburn
35,sec,2025-01-18,12:00AM,kentucky:Kentucky,alabama:Alabama
36,sec,2025-01-18,12:00AM,mississippi-state:Mississippi State,mississippi:Mississippi
37,sec,2025-01-18,12:00AM,missouri:Missouri,arkansas:Arkansas
38,sec,2025-01-18,12:00AM,oklahoma:Oklahoma,south-carolina:South Carolina
39,sec,2025-01-18,12:00AM,texas-am:Texas A&M,louisiana-state:Louisiana State
40,sec,2025-01-18,12:00AM,vanderbilt:Vanderbilt,tennessee:Tennessee
28,southern,2025-01-18,12:00AM,citadel:The Citadel,virginia-military-institute:Virginia Military Institute
26,southern,2025-01-18,12:00AM,furman:Furman,chattanooga:Chattanooga
27,southern,2025-01-18,12:00AM,samford:Samford,east-tennessee-state:East Tennessee State
29,southern,2025-01-18,12:00AM,western-carolina:Western Carolina,north-carolina-greensboro:UNC Greensboro
30,southern,2025-01-18,12:00AM,wofford:Wofford,mercer:Mercer
38,southland,2025-01-18,12:00AM,houston-baptist:Houston Christian,texas-pan-american:Texas-Rio Grande Valley
39,southland,2025-01-18,12:00AM,incarnate-word:Incarnate Word,texas-am-corpus-christi:Texas A&M-Corpus Christi
40,southland,2025-01-18,12:00AM,mcneese-state:McNeese State,lamar:Lamar
42,southland,2025-01-18,12:00AM,nicholls-state:Nicholls State,stephen-f-austin:Stephen F. Austin
43,southland,2025-01-18,12:00AM,northwestern-state:Northwestern State,southeastern-louisiana:Southeastern Louisiana
37,southland,2025-01-18,12:00AM,texas-am-commerce:East Texas A&M,new-orleans:New Orleans
21,summit,2025-01-18,12:00AM,north-dakota:North Dakota,missouri-kansas-city:Kansas City
23,summit,2025-01-18,12:00AM,south-dakota-state:South Dakota State,oral-roberts:Oral Roberts
22,summit,2025-01-18,12:00AM,south-dakota:South Dakota,north-dakota-state:North Dakota State
24,summit,2025-01-18,12:00AM,st-thomas-mn:St. Thomas,denver:Denver
44,sun-belt,2025-01-18,12:00AM,arkansas-state:Arkansas State,georgia-state:Georgia State
45,sun-belt,2025-01-18,12:00AM,coastal-carolina:Coastal Carolina,marshall:Marshall
46,sun-belt,2025-01-18,12:00AM,james-madison:James Madison,appalachian-state:Appalachian State
47,sun-belt,2025-01-18,12:00AM,louisiana-monroe:Louisiana-Monroe,louisiana-lafayette:Louisiana
48,sun-belt,2025-01-18,12:00AM,old-dominion:Old Dominion,georgia-southern:Georgia Southern
49,sun-belt,2025-01-18,12:00AM,south-alabama:South Alabama,troy:Troy
50,sun-belt,2025-01-18,12:00AM,texas-state:Texas State,southern-mississippi:Southern Mississippi
22,swac,2025-01-18,12:00AM,alabama-am:Alabama A&M,alabama-state:Alabama State
23,swac,2025-01-18,12:00AM,bethune-cookman:Bethune-Cookman,mississippi-valley-state:Mississippi Valley State
24,swac,2025-01-18,12:00AM,florida-am:Florida A&M,arkansas-pine-bluff:Arkansas-Pine Bluff
25,swac,2025-01-18,12:00AM,prairie-view:Prairie View,jackson-state:Jackson State
26,swac,2025-01-18,12:00AM,southern:Southern,grambling:Grambling
27,swac,2025-01-18,12:00AM,texas-southern:Texas Southern,alcorn-state:Alcorn State
15,wac,2025-01-18,12:00AM,abilene-christian:Abilene Christian,california-baptist:California Baptist
16,wac,2025-01-18,12:00AM,grand-canyon:Grand Canyon,tarleton-state:Tarleton State
17,wac,2025-01-18,12:00AM,seattle:Seattle,southern-utah:Southern Utah
18,wac,2025-01-18,12:00AM,utah-valley:Utah Valley,dixie-state:Utah Tech
34,wcc,2025-01-18,12:00AM,gonzaga:Gonzaga,santa-clara:Santa Clara
35,wcc,2025-01-18,12:00AM,loyola-marymount:Loyola Marymount,san-diego:San Diego
36,wcc,2025-01-18,12:00AM,pepperdine:Pepperdine,saint-marys-ca:Saint Mary's (CA)
37,wcc,2025-01-18,12:00AM,san-francisco:San Francisco,oregon-state:Oregon State
38,wcc,2025-01-18,12:00AM,washington-state:Washington State,portland:Portland
33,aac,2025-01-19,12:00AM,charlotte:Charlotte,memphis:Memphis
34,aac,2025-01-19,12:00AM,florida-atlantic:Florida Atlantic,rice:Rice
35,aac,2025-01-19,12:00AM,temple:Temple,tulane:Tulane
40,atlantic-10,2025-01-19,12:00AM,massachusetts:Massachusetts,la-salle:La Salle
49,big-12,2025-01-19,12:00AM,baylor:Baylor,texas-christian:TCU
65,big-ten,2025-01-19,12:00AM,maryland:Maryland,nebraska:Nebraska
67,big-ten,2025-01-19,12:00AM,michigan-state:Michigan State,illinois:Illinois
66,big-ten,2025-01-19,12:00AM,michigan:Michigan,northwestern:Northwestern
40,big-west,2025-01-19,12:00AM,hawaii:Hawaii,cal-state-bakersfield:Cal State Bakersfield
49,horizon,2025-01-19,12:00AM,green-bay:Green Bay,youngstown-state:Youngstown State
50,horizon,2025-01-19,12:00AM,iupui:IU Indy,cleveland-state:Cleveland State
51,horizon,2025-01-19,12:00AM,milwaukee:Milwaukee,robert-morris:Robert Morris
43,big-east,2025-01-20,12:00AM,villanova:Villanova,georgetown:Georgetown
29,big-sky,2025-01-20,12:00AM,montana-state:Montana State,eastern-washington:Eastern Washington
28,big-sky,2025-01-20,12:00AM,montana:Montana,idaho:Idaho
68,big-ten,2025-01-20,12:00AM,penn-state:Penn State,rutgers:Rutgers
42,coastal,2025-01-20,12:00AM,drexel:Drexel,hofstra:Hofstra
43,coastal,2025-01-20,12:00AM,north-carolina-at:North Carolina A&T,hampton:Hampton
44,coastal,2025-01-20,12:00AM,north-carolina-wilmington:UNC Wilmington,william-mary:William & Mary
8,ivy,2025-01-20,12:00AM,cornell:Cornell,brown:Brown
9,ivy,2025-01-20,12:00AM,harvard:Harvard,pennsylvania:Pennsylvania
10,ivy,2025-01-20,12:00AM,princeton:Princeton,columbia:Columbia
11,ivy,2025-01-20,12:00AM,yale:Yale,dartmouth:Dartmouth
42,mwc,2025-01-20,12:00AM,new-mexico:New Mexico,fresno-state:Fresno State
21,northeast,2025-01-20,12:00AM,chicago-state:Chicago State,fairleigh-dickinson:FDU
22,northeast,2025-01-20,12:00AM,le-moyne:Le Moyne,stonehill:Stonehill
23,northeast,2025-01-20,12:00AM,long-island-university:Long Island University,mercyhurst:Mercyhurst
24,northeast,2025-01-20,12:00AM,wagner:Wagner,saint-francis-pa:Saint Francis (PA)
31,patriot,2025-01-20,12:00AM,colgate:Colgate,bucknell:Bucknell
45,southland,2025-01-20,12:00AM,houston-baptist:Houston Christian,texas-am-corpus-christi:Texas A&M-Corpus Christi
46,southland,2025-01-20,12:00AM,incarnate-word:Incarnate Word,texas-pan-american:Texas-Rio Grande Valley
47,southland,2025-01-20,12:00AM,mcneese-state:McNeese State,stephen-f-austin:Stephen F. Austin
48,southland,2025-01-20,12:00AM,nicholls-state:Nicholls State,lamar:Lamar
49,southland,2025-01-20,12:00AM,northwestern-state:Northwestern State,new-orleans:New Orleans
44,southland,2025-01-20,12:00AM,texas-am-commerce:East Texas A&M,southeastern-louisiana:Southeastern Louisiana
28,swac,2025-01-20,12:00AM,bethune-cookman:Bethune-Cookman,arkansas-pine-bluff:Arkansas-Pine Bluff
29,swac,2025-01-20,12:00AM,florida-am:Florida A&M,mississippi-valley-state:Mississippi Valley State
30,swac,2025-01-20,12:00AM,prairie-view:Prairie View,alcorn-state:Alcorn State
31,swac,2025-01-20,12:00AM,texas-southern:Texas Southern,jackson-state:Jackson State
37,aac,2025-01-21,12:00AM,alabama-birmingham:UAB,texas-san-antonio:UTSA
36,aac,2025-01-21,12:00AM,tulsa:Tulsa,east-carolina:East Carolina
68,acc,2025-01-21,12:00AM,southern-methodist:Southern Methodist,louisville:Louisville
69,acc,2025-01-21,12:00AM,virginia:Virginia,boston-college:Boston College
70,acc,2025-01-21,12:00AM,wake-forest:Wake Forest,north-carolina:North Carolina
42,atlantic-10,2025-01-21,12:00AM,davidson:Davidson,saint-josephs:Saint Joseph's
43,atlantic-10,2025-01-21,12:00AM,duquesne:Duquesne,dayton:Dayton
44,atlantic-10,2025-01-21,12:00AM,rhode-island:Rhode Island,virginia-commonwealth:Virginia Commonwealth
45,atlantic-10,2025-01-21,12:00AM,st-bonaventure:St. Bonaventure,george-mason:George Mason
50,big-12,2025-01-21,12:00AM,cincinnati:Cincinnati,texas-tech:Texas Tech
51,big-12,2025-01-21,12:00AM,colorado:Colorado,brigham-young:Brigham Young
52,big-12,2025-01-21,12:00AM,iowa-state:Iowa State,central-florida:UCF
53,big-12,2025-01-21,12:00AM,oklahoma-state:Oklahoma State,arizona:Arizona
54,big-12,2025-01-21,12:00AM,west-virginia:West Virginia,arizona-state:Arizona State
44,big-east,2025-01-21,12:00AM,connecticut:Connecticut,butler:Butler
45,big-east,2025-01-21,12:00AM,depaul:DePaul,creighton:Creighton
46,big-east,2025-01-21,12:00AM,seton-hall:Seton Hall,marquette:Marquette
69,big-ten,2025-01-21,12:00AM,iowa:Iowa,minnesota:Minnesota
70,big-ten,2025-01-21,12:00AM,oregon:Oregon,washington:Washington
71,big-ten,2025-01-21,12:00AM,purdue:Purdue,ohio-state:Ohio State
72,big-ten,2025-01-21,12:00AM,ucla:UCLA,wisconsin:Wisconsin
31,mac,2025-01-21,12:00AM,buffalo:Buffalo,akron:Akron
32,mac,2025-01-21,12:00AM,central-michigan:Central Michigan,ball-state:Ball State
33,mac,2025-01-21,12:00AM,eastern-michigan:Eastern Michigan,ohio:Ohio
34,mac,2025-01-21,12:00AM,miami-oh:Miami (OH),bowling-green-state:Bowling Green State
35,mac,2025-01-21,12:00AM,toledo:Toledo,kent-state:Kent State
36,mac,2025-01-21,12:00AM,western-michigan:Western Michigan,northern-illinois:Northern Illinois
50,mvc,2025-01-21,12:00AM,belmont:Belmont,bradley:Bradley
51,mvc,2025-01-21,12:00AM,illinois-state:Illinois State,indiana-state:Indiana State
52,mvc,2025-01-21,12:00AM,northern-iowa:Northern Iowa,missouri-state:Missouri State
43,mwc,2025-01-21,12:00AM,nevada-las-vegas:Nevada-Las Vegas,wyoming:Wyoming
45,ovc,2025-01-21,12:00AM,tennessee-state:Tennessee State,tennessee-martin:Tennessee-Martin
42,sec,2025-01-21,12:00AM,alabama:Alabama,vanderbilt:Vanderbilt
43,sec,2025-01-21,12:00AM,tennessee:Tennessee,mississippi-state:Mississippi State
44,sec,2025-01-21,12:00AM,texas:Texas,missouri:Missouri
38,aac,2025-01-22,12:00AM,charlotte:Charlotte,south-florida:South Florida
39,aac,2025-01-22,12:00AM,north-texas:North Texas,temple:Temple
71,acc,2025-01-22,12:00AM,california:California,florida-state:Florida State
72,acc,2025-01-22,12:00AM,clemson:Clemson,syracuse:Syracuse
73,acc,2025-01-22,12:00AM,georgia-tech:Georgia Tech,virginia-tech:Virginia Tech
74,acc,2025-01-22,12:00AM,stanford:Stanford,miami-fl:Miami (FL)
46,atlantic-10,2025-01-22,12:00AM,loyola-il:Loyola (IL),fordham:Fordham
47,atlantic-10,2025-01-22,12:00AM,massachusetts:Massachusetts,george-washington:George Washington
48,atlantic-10,2025-01-22,12:00AM,saint-louis:Saint Louis,la-salle:La Salle
55,big-12,2025-01-22,12:00AM,baylor:Baylor,kansas-state:Kansas State
56,big-12,2025-01-22,12:00AM,houston:Houston,utah:Utah
57,big-12,2025-01-22,12:00AM,texas-christian:TCU,kansas:Kansas
47,big-east,2025-01-22,12:00AM,st-johns-ny:St. John's (NY),xavier:Xavier
25,big-south,2025-01-22,12:00AM,gardner-webb:Gardner-Webb,north-carolina-asheville:UNC Asheville
26,big-south,2025-01-22,12:00AM,presbyterian:Presbyterian,charleston-southern:Charleston Southern
27,big-south,2025-01-22,12:00AM,radford:Radford,longwood:Longwood
28,big-south,2025-01-22,12:00AM,south-carolina-upstate:South Carolina Upstate,high-point:High Point
73,big-ten,2025-01-22,12:00AM,nebraska:Nebraska,southern-california:Southern California
74,big-ten,2025-01-22,12:00AM,northwestern:Northwestern,indiana:Indiana
52,horizon,2025-01-22,12:00AM,cleveland-state:Cleveland State,detroit-mercy:Detroit Mercy
53,horizon,2025-01-22,12:00AM,green-bay:Green Bay,iupui:IU Indy
54,horizon,2025-01-22,12:00AM,oakland:Oakland,ipfw:Purdue Fort Wayne
55,horizon,2025-01-22,12:00AM,wright-state:Wright State,milwaukee:Milwaukee
56,horizon,2025-01-22,12:00AM,youngstown-state:Youngstown State,robert-morris:Robert Morris
53,mvc,2025-01-22,12:00AM,drake:Drake,valparaiso:Valparaiso
54,mvc,2025-01-22,12:00AM,evansville:Evansville,illinois-chicago:Illinois-Chicago
55,mvc,2025-01-22,12:00AM,southern-illinois:Southern Illinois,murray-state:Murray State
44,mwc,2025-01-22,12:00AM,air-force:Air Force,san-diego-state:San Diego State
45,mwc,2025-01-22,12:00AM,colorado-state:Colorado State,boise-state:Boise State
46,mwc,2025-01-22,12:00AM,utah-state:Utah State,nevada:Nevada
32,patriot,2025-01-22,12:00AM,american:American,lehigh:Lehigh
33,patriot,2025-01-22,12:00AM,holy-cross:Holy Cross,army:Army
34,patriot,2025-01-22,12:00AM,loyola-md:Loyola (MD),lafayette:Lafayette
35,patriot,2025-01-22,12:00AM,navy:Navy,boston-university:Boston University
45,sec,2025-01-22,12:00AM,arkansas:Arkansas,georgia:Georgia
46,sec,2025-01-22,12:00AM,mississippi:Mississippi,texas-am:Texas A&M
47,sec,2025-01-22,12:00AM,south-carolina:South Carolina,florida:Florida
31,southern,2025-01-22,12:00AM,east-tennessee-state:East Tennessee State,western-carolina:Western Carolina
32,southern,2025-01-22,12:00AM,north-carolina-greensboro:UNC Greensboro,mercer:Mercer
33,southern,2025-01-22,12:00AM,virginia-military-institute:Virginia Military Institute,furman:Furman
