,Conference,Date,time,home_team,away_team
28,big-12,2025-01-11,12:00AM,kansas-state:Kansas State,houston:Houston
29,big-12,2025-01-11,12:00AM,texas-christian:TCU,brigham-young:Brigham Young
30,big-12,2025-01-11,12:00AM,texas-tech:Texas Tech,iowa-state:Iowa State
31,big-12,2025-01-11,12:00AM,utah:Utah,oklahoma-state:Oklahoma State
27,big-east,2025-01-11,12:00AM,butler:Butler,creighton:Creighton
28,big-east,2025-01-11,12:00AM,depaul:DePaul,xavier:Xavier
29,big-east,2025-01-11,12:00AM,georgetown:Georgetown,connecticut:Connecticut
30,big-east,2025-01-11,12:00AM,providence:Providence,seton-hall:Seton Hall
31,big-east,2025-01-11,12:00AM,st-johns-ny:St. John's (NY),villanova:Villanova
13,big-sky,2025-01-11,12:00AM,idaho-state:Idaho State,weber-state:Weber State
15,big-sky,2025-01-11,12:00AM,montana-state:Montana State,northern-arizona:Northern Arizona
14,big-sky,2025-01-11,12:00AM,montana:Montana,northern-colorado:Northern Colorado
16,big-sky,2025-01-11,12:00AM,portland-state:Portland State,idaho:Idaho
17,big-sky,2025-01-11,12:00AM,sacramento-state:Sacramento State,eastern-washington:Eastern Washington
12,big-south,2025-01-11,12:00AM,high-point:High Point,gardner-webb:Gardner-Webb
13,big-south,2025-01-11,12:00AM,presbyterian:Presbyterian,north-carolina-asheville:UNC Asheville
14,big-south,2025-01-11,12:00AM,south-carolina-upstate:South Carolina Upstate,radford:Radford
15,big-south,2025-01-11,12:00AM,winthrop:Winthrop,longwood:Longwood
44,big-ten,2025-01-11,12:00AM,illinois:Illinois,southern-california:Southern California
45,big-ten,2025-01-11,12:00AM,iowa:Iowa,indiana:Indiana
26,big-west,2025-01-11,12:00AM,cal-poly:Cal Poly,california-santa-barbara:UC Santa Barbara
27,big-west,2025-01-11,12:00AM,cal-state-bakersfield:Cal State Bakersfield,cal-state-northridge:Cal State Northridge
28,big-west,2025-01-11,12:00AM,cal-state-fullerton:Cal State Fullerton,hawaii:Hawaii
29,big-west,2025-01-11,12:00AM,california-davis:UC Davis,long-beach-state:Long Beach State
30,big-west,2025-01-11,12:00AM,california-san-diego:UC San Diego,california-irvine:UC Irvine
23,coastal,2025-01-11,12:00AM,drexel:Drexel,towson:Towson
24,coastal,2025-01-11,12:00AM,hampton:Hampton,delaware:Delaware
25,coastal,2025-01-11,12:00AM,hofstra:Hofstra,north-carolina-wilmington:UNC Wilmington
26,coastal,2025-01-11,12:00AM,monmouth:Monmouth,college-of-charleston:College of Charleston
27,coastal,2025-01-11,12:00AM,stony-brook:Stony Brook,northeastern:Northeastern
28,coastal,2025-01-11,12:00AM,william-mary:William & Mary,north-carolina-at:North Carolina A&T
13,cusa,2025-01-11,12:00AM,louisiana-tech:Louisiana Tech,liberty:Liberty
14,cusa,2025-01-11,12:00AM,middle-tennessee:Middle Tennessee,jacksonville-state:Jacksonville State
15,cusa,2025-01-11,12:00AM,sam-houston-state:Sam Houston,florida-international:Florida International
16,cusa,2025-01-11,12:00AM,texas-el-paso:UTEP,new-mexico-state:New Mexico State
17,cusa,2025-01-11,12:00AM,western-kentucky:Western Kentucky,kennesaw-state:Kennesaw State
38,horizon,2025-01-11,12:00AM,ipfw:Purdue Fort Wayne,detroit-mercy:Detroit Mercy
36,horizon,2025-01-11,12:00AM,milwaukee:Milwaukee,green-bay:Green Bay
37,horizon,2025-01-11,12:00AM,northern-kentucky:Northern Kentucky,oakland:Oakland
39,horizon,2025-01-11,12:00AM,youngstown-state:Youngstown State,cleveland-state:Cleveland State
0,ivy,2025-01-11,12:00AM,columbia:Columbia,cornell:Cornell
1,ivy,2025-01-11,12:00AM,dartmouth:Dartmouth,pennsylvania:Pennsylvania
2,ivy,2025-01-11,12:00AM,harvard:Harvard,princeton:Princeton
3,ivy,2025-01-11,12:00AM,yale:Yale,brown:Brown
14,mac,2025-01-11,12:00AM,ball-state:Ball State,bowling-green-state:Bowling Green State
15,mac,2025-01-11,12:00AM,eastern-michigan:Eastern Michigan,akron:Akron
16,mac,2025-01-11,12:00AM,miami-oh:Miami (OH),western-michigan:Western Michigan
17,mac,2025-01-11,12:00AM,ohio:Ohio,northern-illinois:Northern Illinois
7,meac,2025-01-11,12:00AM,howard:Howard,morgan-state:Morgan State
8,meac,2025-01-11,12:00AM,norfolk-state:Norfolk State,coppin-state:Coppin State
9,meac,2025-01-11,12:00AM,north-carolina-central:North Carolina Central,maryland-eastern-shore:Maryland-Eastern Shore
10,meac,2025-01-11,12:00AM,south-carolina-state:South Carolina State,delaware-state:Delaware State
31,mvc,2025-01-11,12:00AM,drake:Drake,evansville:Evansville
33,mvc,2025-01-11,12:00AM,illinois-chicago:Illinois-Chicago,bradley:Bradley
32,mvc,2025-01-11,12:00AM,illinois-state:Illinois State,northern-iowa:Northern Iowa
34,mvc,2025-01-11,12:00AM,indiana-state:Indiana State,belmont:Belmont
35,mvc,2025-01-11,12:00AM,murray-state:Murray State,valparaiso:Valparaiso
36,mvc,2025-01-11,12:00AM,southern-illinois:Southern Illinois,missouri-state:Missouri State
26,mwc,2025-01-11,12:00AM,air-force:Air Force,san-jose-state:San Jose State
27,mwc,2025-01-11,12:00AM,colorado-state:Colorado State,nevada-las-vegas:Nevada-Las Vegas
28,mwc,2025-01-11,12:00AM,fresno-state:Fresno State,nevada:Nevada
29,mwc,2025-01-11,12:00AM,new-mexico:New Mexico,san-diego-state:San Diego State
30,mwc,2025-01-11,12:00AM,utah-state:Utah State,boise-state:Boise State
28,ovc,2025-01-11,12:00AM,lindenwood:Lindenwood,tennessee-martin:Tennessee-Martin
29,ovc,2025-01-11,12:00AM,southeast-missouri-state:Southeast Missouri State,morehead-state:Morehead State
30,ovc,2025-01-11,12:00AM,southern-illinois-edwardsville:Southern Illinois-Edwardsville,tennessee-tech:Tennessee Tech
31,ovc,2025-01-11,12:00AM,western-illinois:Western Illinois,tennessee-state:Tennessee State
15,patriot,2025-01-11,12:00AM,american:American,bucknell:Bucknell
16,patriot,2025-01-11,12:00AM,colgate:Colgate,boston-university:Boston University
17,patriot,2025-01-11,12:00AM,lafayette:Lafayette,holy-cross:Holy Cross
18,patriot,2025-01-11,12:00AM,lehigh:Lehigh,army:Army
19,patriot,2025-01-11,12:00AM,loyola-md:Loyola (MD),navy:Navy
16,sec,2025-01-11,12:00AM,arkansas:Arkansas,florida:Florida
17,sec,2025-01-11,12:00AM,georgia:Georgia,oklahoma:Oklahoma
19,sec,2025-01-11,12:00AM,mississippi-state:Mississippi State,kentucky:Kentucky
18,sec,2025-01-11,12:00AM,mississippi:Mississippi,louisiana-state:Louisiana State
21,sec,2025-01-11,12:00AM,missouri:Missouri,vanderbilt:Vanderbilt
22,sec,2025-01-11,12:00AM,south-carolina:South Carolina,auburn:Auburn
24,sec,2025-01-11,12:00AM,texas-am:Texas A&M,alabama:Alabama
23,sec,2025-01-11,12:00AM,texas:Texas,tennessee:Tennessee
15,southern,2025-01-11,12:00AM,east-tennessee-state:East Tennessee State,citadel:The Citadel
16,southern,2025-01-11,12:00AM,samford:Samford,north-carolina-greensboro:UNC Greensboro
25,southland,2025-01-11,12:00AM,houston-baptist:Houston Christian,incarnate-word:Incarnate Word
26,southland,2025-01-11,12:00AM,lamar:Lamar,stephen-f-austin:Stephen F. Austin
27,southland,2025-01-11,12:00AM,mcneese-state:McNeese State,nicholls-state:Nicholls State
28,southland,2025-01-11,12:00AM,new-orleans:New Orleans,southeastern-louisiana:Southeastern Louisiana
29,southland,2025-01-11,12:00AM,northwestern-state:Northwestern State,texas-am-commerce:East Texas A&M
30,southland,2025-01-11,12:00AM,texas-am-corpus-christi:Texas A&M-Corpus Christi,texas-pan-american:Texas-Rio Grande Valley
12,summit,2025-01-11,12:00AM,denver:Denver,north-dakota-state:North Dakota State
13,summit,2025-01-11,12:00AM,nebraska-omaha:Omaha,south-dakota-state:South Dakota State
14,summit,2025-01-11,12:00AM,oral-roberts:Oral Roberts,north-dakota:North Dakota
15,summit,2025-01-11,12:00AM,st-thomas-mn:St. Thomas,south-dakota:South Dakota
29,sun-belt,2025-01-11,12:00AM,appalachian-state:Appalachian State,james-madison:James Madison
30,sun-belt,2025-01-11,12:00AM,georgia-state:Georgia State,coastal-carolina:Coastal Carolina
31,sun-belt,2025-01-11,12:00AM,louisiana-lafayette:Louisiana,louisiana-monroe:Louisiana-Monroe
32,sun-belt,2025-01-11,12:00AM,marshall:Marshall,georgia-southern:Georgia Southern
33,sun-belt,2025-01-11,12:00AM,south-alabama:South Alabama,old-dominion:Old Dominion
34,sun-belt,2025-01-11,12:00AM,southern-mississippi:Southern Mississippi,texas-state:Texas State
35,sun-belt,2025-01-11,12:00AM,troy:Troy,arkansas-state:Arkansas State
10,swac,2025-01-11,12:00AM,alcorn-state:Alcorn State,alabama-am:Alabama A&M
11,swac,2025-01-11,12:00AM,grambling:Grambling,bethune-cookman:Bethune-Cookman
12,swac,2025-01-11,12:00AM,jackson-state:Jackson State,alabama-state:Alabama State
13,swac,2025-01-11,12:00AM,mississippi-valley-state:Mississippi Valley State,prairie-view:Prairie View
14,swac,2025-01-11,12:00AM,southern:Southern,florida-am:Florida A&M
9,wac,2025-01-11,12:00AM,dixie-state:Utah Tech,tarleton-state:Tarleton State
7,wac,2025-01-11,12:00AM,seattle:Seattle,abilene-christian:Abilene Christian
8,wac,2025-01-11,12:00AM,southern-utah:Southern Utah,texas-arlington:UT Arlington
10,wac,2025-01-11,12:00AM,utah-valley:Utah Valley,california-baptist:California Baptist
25,wcc,2025-01-11,12:00AM,gonzaga:Gonzaga,washington-state:Washington State
26,wcc,2025-01-11,12:00AM,pacific:Pacific,oregon-state:Oregon State
27,wcc,2025-01-11,12:00AM,san-diego:San Diego,saint-marys-ca:Saint Mary's (CA)
28,wcc,2025-01-11,12:00AM,santa-clara:Santa Clara,san-francisco:San Francisco
22,aac,2025-01-12,12:00AM,florida-atlantic:Florida Atlantic,alabama-birmingham:UAB
23,aac,2025-01-12,12:00AM,tulsa:Tulsa,charlotte:Charlotte
32,big-12,2025-01-12,12:00AM,colorado:Colorado,west-virginia:West Virginia
46,big-ten,2025-01-12,12:00AM,michigan:Michigan,washington:Washington
47,big-ten,2025-01-12,12:00AM,northwestern:Northwestern,michigan-state:Michigan State
48,big-ten,2025-01-12,12:00AM,penn-state:Penn State,oregon:Oregon
49,big-ten,2025-01-12,12:00AM,purdue:Purdue,nebraska:Nebraska
40,horizon,2025-01-12,12:00AM,robert-morris:Robert Morris,wright-state:Wright State
29,maac,2025-01-12,12:00AM,canisius:Canisius,saint-peters:Saint Peter's
30,maac,2025-01-12,12:00AM,iona:Iona,quinnipiac:Quinnipiac
31,maac,2025-01-12,12:00AM,marist:Marist,fairfield:Fairfield
32,maac,2025-01-12,12:00AM,merrimack:Merrimack,manhattan:Manhattan
33,maac,2025-01-12,12:00AM,mount-st-marys:Mount St. Mary's,sacred-heart:Sacred Heart
34,maac,2025-01-12,12:00AM,niagara:Niagara,rider:Rider
12,northeast,2025-01-12,12:00AM,central-connecticut-state:Central Connecticut State,long-island-university:Long Island University
13,northeast,2025-01-12,12:00AM,chicago-state:Chicago State,stonehill:Stonehill
14,northeast,2025-01-12,12:00AM,fairleigh-dickinson:FDU,saint-francis-pa:Saint Francis (PA)
15,northeast,2025-01-12,12:00AM,le-moyne:Le Moyne,mercyhurst:Mercyhurst
32,ovc,2025-01-12,12:00AM,arkansas-little-rock:Little Rock,southern-indiana:Southern Indiana
17,southern,2025-01-12,12:00AM,chattanooga:Chattanooga,virginia-military-institute:Virginia Military Institute
18,southern,2025-01-12,12:00AM,western-carolina:Western Carolina,mercer:Mercer
49,acc,2025-01-13,12:00AM,notre-dame:Notre Dame,boston-college:Boston College
50,big-ten,2025-01-13,12:00AM,maryland:Maryland,minnesota:Minnesota
51,big-ten,2025-01-13,12:00AM,rutgers:Rutgers,ucla:UCLA
29,coastal,2025-01-13,12:00AM,elon:Elon,campbell:Campbell
11,meac,2025-01-13,12:00AM,howard:Howard,coppin-state:Coppin State
12,meac,2025-01-13,12:00AM,morgan-state:Morgan State,norfolk-state:Norfolk State
13,meac,2025-01-13,12:00AM,north-carolina-central:North Carolina Central,delaware-state:Delaware State
14,meac,2025-01-13,12:00AM,south-carolina-state:South Carolina State,maryland-eastern-shore:Maryland-Eastern Shore
21,patriot,2025-01-13,12:00AM,loyola-md:Loyola (MD),american:American
19,southern,2025-01-13,12:00AM,furman:Furman,wofford:Wofford
31,southland,2025-01-13,12:00AM,houston-baptist:Houston Christian,mcneese-state:McNeese State
32,southland,2025-01-13,12:00AM,incarnate-word:Incarnate Word,nicholls-state:Nicholls State
33,southland,2025-01-13,12:00AM,lamar:Lamar,new-orleans:New Orleans
34,southland,2025-01-13,12:00AM,stephen-f-austin:Stephen F. Austin,southeastern-louisiana:Southeastern Louisiana
35,southland,2025-01-13,12:00AM,texas-am-corpus-christi:Texas A&M-Corpus Christi,northwestern-state:Northwestern State
36,southland,2025-01-13,12:00AM,texas-pan-american:Texas-Rio Grande Valley,texas-am-commerce:East Texas A&M
15,swac,2025-01-13,12:00AM,alcorn-state:Alcorn State,alabama-state:Alabama State
16,swac,2025-01-13,12:00AM,arkansas-pine-bluff:Arkansas-Pine Bluff,prairie-view:Prairie View
17,swac,2025-01-13,12:00AM,grambling:Grambling,florida-am:Florida A&M
18,swac,2025-01-13,12:00AM,jackson-state:Jackson State,alabama-am:Alabama A&M
19,swac,2025-01-13,12:00AM,mississippi-valley-state:Mississippi Valley State,texas-southern:Texas Southern
21,swac,2025-01-13,12:00AM,southern:Southern,bethune-cookman:Bethune-Cookman
24,aac,2025-01-14,12:00AM,east-carolina:East Carolina,north-texas:North Texas
25,aac,2025-01-14,12:00AM,rice:Rice,texas-san-antonio:UTSA
26,aac,2025-01-14,12:00AM,wichita-state:Wichita State,charlotte:Charlotte
50,acc,2025-01-14,12:00AM,duke:Duke,miami-fl:Miami (FL)
51,acc,2025-01-14,12:00AM,georgia-tech:Georgia Tech,clemson:Clemson
52,acc,2025-01-14,12:00AM,syracuse:Syracuse,louisville:Louisville
27,atlantic-10,2025-01-14,12:00AM,virginia-commonwealth:Virginia Commonwealth,saint-louis:Saint Louis
34,big-12,2025-01-14,12:00AM,arizona-state:Arizona State,central-florida:UCF
33,big-12,2025-01-14,12:00AM,arizona:Arizona,baylor:Baylor
35,big-12,2025-01-14,12:00AM,brigham-young:Brigham Young,oklahoma-state:Oklahoma State
36,big-12,2025-01-14,12:00AM,kansas-state:Kansas State,texas-tech:Texas Tech
32,big-east,2025-01-14,12:00AM,creighton:Creighton,providence:Providence
33,big-east,2025-01-14,12:00AM,depaul:DePaul,marquette:Marquette
34,big-east,2025-01-14,12:00AM,st-johns-ny:St. John's (NY),georgetown:Georgetown
35,big-east,2025-01-14,12:00AM,xavier:Xavier,villanova:Villanova
52,big-ten,2025-01-14,12:00AM,indiana:Indiana,illinois:Illinois
53,big-ten,2025-01-14,12:00AM,southern-california:Southern California,iowa:Iowa
54,big-ten,2025-01-14,12:00AM,wisconsin:Wisconsin,ohio-state:Ohio State
18,mac,2025-01-14,12:00AM,akron:Akron,toledo:Toledo
19,mac,2025-01-14,12:00AM,bowling-green-state:Bowling Green State,buffalo:Buffalo
21,mac,2025-01-14,12:00AM,central-michigan:Central Michigan,eastern-michigan:Eastern Michigan
22,mac,2025-01-14,12:00AM,kent-state:Kent State,western-michigan:Western Michigan
23,mac,2025-01-14,12:00AM,northern-illinois:Northern Illinois,miami-oh:Miami (OH)
24,mac,2025-01-14,12:00AM,ohio:Ohio,ball-state:Ball State
37,mvc,2025-01-14,12:00AM,belmont:Belmont,valparaiso:Valparaiso
38,mvc,2025-01-14,12:00AM,northern-iowa:Northern Iowa,evansville:Evansville
31,mwc,2025-01-14,12:00AM,boise-state:Boise State,wyoming:Wyoming
32,mwc,2025-01-14,12:00AM,nevada:Nevada,air-force:Air Force
33,mwc,2025-01-14,12:00AM,san-diego-state:San Diego State,colorado-state:Colorado State
34,mwc,2025-01-14,12:00AM,san-jose-state:San Jose State,new-mexico:New Mexico
33,ovc,2025-01-14,12:00AM,southeast-missouri-state:Southeast Missouri State,arkansas-little-rock:Little Rock
25,sec,2025-01-14,12:00AM,alabama:Alabama,mississippi:Mississippi
26,sec,2025-01-14,12:00AM,auburn:Auburn,mississippi-state:Mississippi State
27,sec,2025-01-14,12:00AM,florida:Florida,missouri:Missouri
28,sec,2025-01-14,12:00AM,kentucky:Kentucky,texas-am:Texas A&M
29,sec,2025-01-14,12:00AM,louisiana-state:Louisiana State,arkansas:Arkansas
27,aac,2025-01-15,12:00AM,south-florida:South Florida,alabama-birmingham:UAB
28,aac,2025-01-15,12:00AM,tulane:Tulane,florida-atlantic:Florida Atlantic
53,acc,2025-01-15,12:00AM,florida-state:Florida State,pittsburgh:Pittsburgh
54,acc,2025-01-15,12:00AM,north-carolina:North Carolina,california:California
56,acc,2025-01-15,12:00AM,virginia-tech:Virginia Tech,north-carolina-state:NC State
55,acc,2025-01-15,12:00AM,virginia:Virginia,southern-methodist:Southern Methodist
57,acc,2025-01-15,12:00AM,wake-forest:Wake Forest,stanford:Stanford
28,atlantic-10,2025-01-15,12:00AM,dayton:Dayton,george-mason:George Mason
29,atlantic-10,2025-01-15,12:00AM,fordham:Fordham,massachusetts:Massachusetts
30,atlantic-10,2025-01-15,12:00AM,george-washington:George Washington,duquesne:Duquesne
31,atlantic-10,2025-01-15,12:00AM,la-salle:La Salle,davidson:Davidson
32,atlantic-10,2025-01-15,12:00AM,loyola-il:Loyola (IL),rhode-island:Rhode Island
33,atlantic-10,2025-01-15,12:00AM,st-bonaventure:St. Bonaventure,richmond:Richmond
37,big-12,2025-01-15,12:00AM,colorado:Colorado,cincinnati:Cincinnati
38,big-12,2025-01-15,12:00AM,houston:Houston,west-virginia:West Virginia
39,big-12,2025-01-15,12:00AM,iowa-state:Iowa State,kansas:Kansas
40,big-12,2025-01-15,12:00AM,texas-christian:TCU,utah:Utah
36,big-east,2025-01-15,12:00AM,butler:Butler,seton-hall:Seton Hall
17,big-south,2025-01-15,12:00AM,north-carolina-asheville:UNC Asheville,south-carolina-upstate:South Carolina Upstate
16,big-south,2025-01-15,12:00AM,radford:Radford,gardner-webb:Gardner-Webb
18,big-south,2025-01-15,12:00AM,winthrop:Winthrop,charleston-southern:Charleston Southern
55,big-ten,2025-01-15,12:00AM,michigan-state:Michigan State,penn-state:Penn State
56,big-ten,2025-01-15,12:00AM,washington:Washington,purdue:Purdue
42,horizon,2025-01-15,12:00AM,cleveland-state:Cleveland State,northern-kentucky:Northern Kentucky
43,horizon,2025-01-15,12:00AM,oakland:Oakland,iupui:IU Indy
44,horizon,2025-01-15,12:00AM,wright-state:Wright State,ipfw:Purdue Fort Wayne
39,mvc,2025-01-15,12:00AM,bradley:Bradley,indiana-state:Indiana State
40,mvc,2025-01-15,12:00AM,drake:Drake,illinois-state:Illinois State
42,mvc,2025-01-15,12:00AM,illinois-chicago:Illinois-Chicago,murray-state:Murray State
43,mvc,2025-01-15,12:00AM,missouri-state:Missouri State,southern-illinois:Southern Illinois
35,mwc,2025-01-15,12:00AM,nevada-las-vegas:Nevada-Las Vegas,utah-state:Utah State
22,patriot,2025-01-15,12:00AM,army:Army,lafayette:Lafayette
23,patriot,2025-01-15,12:00AM,boston-university:Boston University,lehigh:Lehigh
24,patriot,2025-01-15,12:00AM,bucknell:Bucknell,holy-cross:Holy Cross
25,patriot,2025-01-15,12:00AM,navy:Navy,colgate:Colgate
30,sec,2025-01-15,12:00AM,oklahoma:Oklahoma,texas:Texas
31,sec,2025-01-15,12:00AM,tennessee:Tennessee,georgia:Georgia
32,sec,2025-01-15,12:00AM,vanderbilt:Vanderbilt,south-carolina:South Carolina
21,southern,2025-01-15,12:00AM,chattanooga:Chattanooga,wofford:Wofford
22,southern,2025-01-15,12:00AM,furman:Furman,east-tennessee-state:East Tennessee State
23,southern,2025-01-15,12:00AM,mercer:Mercer,samford:Samford
24,southern,2025-01-15,12:00AM,north-carolina-greensboro:UNC Greensboro,citadel:The Citadel
25,southern,2025-01-15,12:00AM,virginia-military-institute:Virginia Military Institute,western-carolina:Western Carolina
16,summit,2025-01-15,12:00AM,denver:Denver,nebraska-omaha:Omaha
36,sun-belt,2025-01-15,12:00AM,louisiana-monroe:Louisiana-Monroe,troy:Troy
37,sun-belt,2025-01-15,12:00AM,south-alabama:South Alabama,southern-mississippi:Southern Mississippi
38,sun-belt,2025-01-15,12:00AM,texas-state:Texas State,georgia-state:Georgia State
29,aac,2025-01-16,12:00AM,temple:Temple,memphis:Memphis
12,america-east,2025-01-16,12:00AM,albany-ny:Albany (NY),bryant:Bryant
13,america-east,2025-01-16,12:00AM,maryland-baltimore-county:Maryland-Baltimore County,new-hampshire:New Hampshire
14,america-east,2025-01-16,12:00AM,njit:NJIT,maine:Maine
15,america-east,2025-01-16,12:00AM,vermont:Vermont,binghamton:Binghamton
25,atlantic-sun,2025-01-16,12:00AM,austin-peay:Austin Peay,eastern-kentucky:Eastern Kentucky
26,atlantic-sun,2025-01-16,12:00AM,bellarmine:Bellarmine,lipscomb:Lipscomb
27,atlantic-sun,2025-01-16,12:00AM,florida-gulf-coast:Florida Gulf Coast,west-georgia:West Georgia
28,atlantic-sun,2025-01-16,12:00AM,jacksonville:Jacksonville,north-alabama:North Alabama
29,atlantic-sun,2025-01-16,12:00AM,north-florida:North Florida,central-arkansas:Central Arkansas
30,atlantic-sun,2025-01-16,12:00AM,stetson:Stetson,queens-nc:Queens (NC)
18,big-sky,2025-01-16,12:00AM,idaho-state:Idaho State,montana-state:Montana State
19,big-sky,2025-01-16,12:00AM,northern-arizona:Northern Arizona,sacramento-state:Sacramento State
21,big-sky,2025-01-16,12:00AM,northern-colorado:Northern Colorado,portland-state:Portland State
22,big-sky,2025-01-16,12:00AM,weber-state:Weber State,montana:Montana
19,big-south,2025-01-16,12:00AM,longwood:Longwood,high-point:High Point
57,big-ten,2025-01-16,12:00AM,minnesota:Minnesota,michigan:Michigan
58,big-ten,2025-01-16,12:00AM,nebraska:Nebraska,rutgers:Rutgers
59,big-ten,2025-01-16,12:00AM,northwestern:Northwestern,maryland:Maryland
31,big-west,2025-01-16,12:00AM,cal-poly:Cal Poly,california-davis:UC Davis
33,big-west,2025-01-16,12:00AM,california-irvine:UC Irvine,cal-state-fullerton:Cal State Fullerton
34,big-west,2025-01-16,12:00AM,california-santa-barbara:UC Santa Barbara,california-riverside:UC Riverside
32,big-west,2025-01-16,12:00AM,long-beach-state:Long Beach State,california-san-diego:UC San Diego
30,coastal,2025-01-16,12:00AM,campbell:Campbell,college-of-charleston:College of Charleston
31,coastal,2025-01-16,12:00AM,delaware:Delaware,stony-brook:Stony Brook
32,coastal,2025-01-16,12:00AM,drexel:Drexel,elon:Elon
33,coastal,2025-01-16,12:00AM,hampton:Hampton,william-mary:William & Mary
34,coastal,2025-01-16,12:00AM,north-carolina-at:North Carolina A&T,monmouth:Monmouth
36,coastal,2025-01-16,12:00AM,north-carolina-wilmington:UNC Wilmington,northeastern:Northeastern
35,coastal,2025-01-16,12:00AM,towson:Towson,hofstra:Hofstra
18,cusa,2025-01-16,12:00AM,florida-international:Florida International,new-mexico-state:New Mexico State
19,cusa,2025-01-16,12:00AM,jacksonville-state:Jacksonville State,louisiana-tech:Louisiana Tech
21,cusa,2025-01-16,12:00AM,kennesaw-state:Kennesaw State,sam-houston-state:Sam Houston
22,cusa,2025-01-16,12:00AM,liberty:Liberty,texas-el-paso:UTEP
35,maac,2025-01-16,12:00AM,fairfield:Fairfield,niagara:Niagara
36,maac,2025-01-16,12:00AM,iona:Iona,canisius:Canisius
37,maac,2025-01-16,12:00AM,quinnipiac:Quinnipiac,merrimack:Merrimack
38,maac,2025-01-16,12:00AM,rider:Rider,mount-st-marys:Mount St. Mary's
39,maac,2025-01-16,12:00AM,saint-peters:Saint Peter's,marist:Marist
40,maac,2025-01-16,12:00AM,siena:Siena,sacred-heart:Sacred Heart
34,ovc,2025-01-16,12:00AM,morehead-state:Morehead State,western-illinois:Western Illinois
35,ovc,2025-01-16,12:00AM,southern-indiana:Southern Indiana,lindenwood:Lindenwood
38,ovc,2025-01-16,12:00AM,tennessee-martin:Tennessee-Martin,eastern-illinois:Eastern Illinois
36,ovc,2025-01-16,12:00AM,tennessee-state:Tennessee State,southern-illinois-edwardsville:Southern Illinois-Edwardsville
37,ovc,2025-01-16,12:00AM,tennessee-tech:Tennessee Tech,southeast-missouri-state:Southeast Missouri State
17,summit,2025-01-16,12:00AM,north-dakota-state:North Dakota State,missouri-kansas-city:Kansas City
19,summit,2025-01-16,12:00AM,south-dakota-state:South Dakota State,north-dakota:North Dakota
18,summit,2025-01-16,12:00AM,south-dakota:South Dakota,oral-roberts:Oral Roberts
39,sun-belt,2025-01-16,12:00AM,arkansas-state:Arkansas State,louisiana-lafayette:Louisiana
40,sun-belt,2025-01-16,12:00AM,coastal-carolina:Coastal Carolina,georgia-southern:Georgia Southern
42,sun-belt,2025-01-16,12:00AM,james-madison:James Madison,marshall:Marshall
43,sun-belt,2025-01-16,12:00AM,old-dominion:Old Dominion,appalachian-state:Appalachian State
11,wac,2025-01-16,12:00AM,grand-canyon:Grand Canyon,abilene-christian:Abilene Christian
12,wac,2025-01-16,12:00AM,seattle:Seattle,dixie-state:Utah Tech
13,wac,2025-01-16,12:00AM,tarleton-state:Tarleton State,california-baptist:California Baptist
14,wac,2025-01-16,12:00AM,texas-arlington:UT Arlington,utah-valley:Utah Valley
29,wcc,2025-01-16,12:00AM,loyola-marymount:Loyola Marymount,santa-clara:Santa Clara
30,wcc,2025-01-16,12:00AM,oregon-state:Oregon State,gonzaga:Gonzaga
31,wcc,2025-01-16,12:00AM,pepperdine:Pepperdine,san-francisco:San Francisco
32,wcc,2025-01-16,12:00AM,portland:Portland,pacific:Pacific
33,wcc,2025-01-16,12:00AM,san-diego:San Diego,washington-state:Washington State
34,atlantic-10,2025-01-17,12:00AM,saint-josephs:Saint Joseph's,virginia-commonwealth:Virginia Commonwealth
37,big-east,2025-01-17,12:00AM,georgetown:Georgetown,depaul:DePaul
38,big-east,2025-01-17,12:00AM,villanova:Villanova,providence:Providence
60,big-ten,2025-01-17,12:00AM,ohio-state:Ohio State,indiana:Indiana
61,big-ten,2025-01-17,12:00AM,ucla:UCLA,iowa:Iowa
35,big-west,2025-01-17,12:00AM,hawaii:Hawaii,cal-state-northridge:Cal State Northridge
45,horizon,2025-01-17,12:00AM,green-bay:Green Bay,robert-morris:Robert Morris
46,horizon,2025-01-17,12:00AM,milwaukee:Milwaukee,youngstown-state:Youngstown State
25,mac,2025-01-17,12:00AM,akron:Akron,ohio:Ohio
36,mwc,2025-01-17,12:00AM,fresno-state:Fresno State,air-force:Air Force
37,mwc,2025-01-17,12:00AM,new-mexico:New Mexico,boise-state:Boise State
30,aac,2025-01-18,12:00AM,south-florida:South Florida,tulsa:Tulsa
31,aac,2025-01-18,12:00AM,texas-san-antonio:UTSA,north-texas:North Texas
32,aac,2025-01-18,12:00AM,wichita-state:Wichita State,east-carolina:East Carolina
58,acc,2025-01-18,12:00AM,boston-college:Boston College,duke:Duke
59,acc,2025-01-18,12:00AM,florida-state:Florida State,georgia-tech:Georgia Tech
60,acc,2025-01-18,12:00AM,louisville:Louisville,virginia:Virginia
61,acc,2025-01-18,12:00AM,miami-fl:Miami (FL),southern-methodist:Southern Methodist
63,acc,2025-01-18,12:00AM,north-carolina-state:NC State,california:California
64,acc,2025-01-18,12:00AM,north-carolina:North Carolina,stanford:Stanford
65,acc,2025-01-18,12:00AM,pittsburgh:Pittsburgh,clemson:Clemson
66,acc,2025-01-18,12:00AM,syracuse:Syracuse,notre-dame:Notre Dame
